time_stamp, total_power, temps_avg,
1646080504.8765535,9.573,68.25,
1646080505.0770862,9.573,69.0,
1646080505.2776477,9.573,68.75,
1646080505.4782193,9.573,67.75,
1646080505.6787543,9.573,68.0,
1646080505.8792853,9.874,67.5,
1646080506.0798104,9.874,68.5,
1646080506.2803502,9.874,68.5,
1646080506.480869,9.874,68.5,
1646080506.681418,9.874,68.0,
1646080506.8819556,10.29,68.25,
1646080507.0824957,10.29,68.5,
1646080507.2830386,10.29,67.75,
1646080507.4835658,10.29,68.0,
1646080507.6841245,10.29,67.5,
1646080507.884641,9.859,68.75,
1646080508.0851681,9.859,68.75,
1646080508.2856867,9.859,68.5,
1646080508.4862626,9.859,67.75,
1646080508.686864,9.859,68.0,
1646080508.887534,10.233,68.25,
1646080509.0880716,10.233,68.0,
1646080509.2885962,10.233,68.75,
1646080509.4891388,10.233,68.0,
1646080509.6897,10.233,68.0,
1646080509.8902228,9.973,68.25,
1646080510.0908654,9.973,68.5,
1646080510.2911737,9.973,68.25,
1646080510.4914997,9.973,68.0,
1646080510.6918027,9.973,68.5,
1646080510.8922207,10.061,68.75,
1646080511.0928245,10.061,68.75,
1646080511.2933607,10.061,68.0,
1646080511.4938955,10.061,68.25,
1646080511.6944282,10.061,68.0,
1646080511.8950129,10.107,66.25,
1646080512.0954297,10.107,67.75,
1646080512.2959511,10.107,68.0,
1646080512.496461,10.107,67.5,
1646080512.6969838,10.107,67.5,
1646080512.8974311,9.76,68.0,
1646080513.0977688,9.76,68.0,
1646080513.298185,9.76,68.0,
1646080513.4987252,9.76,68.25,
1646080513.6992466,9.76,67.75,
1646080513.8997805,10.508,68.0,
1646080514.100304,10.508,68.25,
1646080514.300843,10.508,68.0,
1646080514.501285,10.508,67.75,
1646080514.7016022,10.508,68.0,
1646080514.9019172,9.691,68.75,
1646080515.1023417,9.691,68.5,
1646080515.3028772,9.691,68.25,
1646080515.5034096,9.691,68.5,
1646080515.7038648,9.691,67.75,
1646080515.9043086,10.481,68.25,
1646080516.1048193,10.481,68.0,
1646080516.3053615,10.481,67.75,
1646080516.5058377,10.481,68.0,
1646080516.7062504,10.481,68.0,
1646080516.9067178,10.08,68.25,
1646080517.1071546,10.08,67.5,
1646080517.3075826,10.08,68.25,
1646080517.5078814,10.08,68.5,
1646080517.7083328,10.08,68.25,
1646080517.908854,9.935,68.5,
1646080518.1093915,9.935,69.25,
1646080518.3100326,9.935,68.25,
1646080518.5106988,9.935,67.25,
1646080518.7114167,9.935,68.0,
1646080518.9119675,9.935,68.75,
1646080519.1125143,9.935,69.0,
1646080519.3130612,9.935,68.25,
1646080519.5135925,9.935,65.5,
1646080519.7141125,9.767,68.25,
1646080519.9148526,9.767,67.25,
1646080520.1153257,9.767,68.0,
